Unit,Model,SL,ratio,lots,markup,term_k,eval_end,fill_rate,cycle_service,avg_oh,avg_bl,total_cost,demand_2024,end_oh,end_pipe
BR_2.1-2.6,hybrid,0.9,5,True,-1.0,0.0,2024-12-01,1.0,1.0,297044.08785613737,0.0,3564529.054273648,1001000.0,7171.171189470682,50050.0
BR_2.1-2.6,hybrid,0.9,10,True,-1.0,0.0,2024-12-01,1.0,1.0,297044.08785613737,0.0,3564529.054273648,1001000.0,7171.171189470682,50050.0
BR_2.1-2.6,hybrid,0.9,20,True,-1.0,0.0,2024-12-01,1.0,1.0,297044.08785613737,0.0,3564529.054273648,1001000.0,7171.171189470682,50050.0
BR_2.1-2.6,hybrid,0.9,50,True,-1.0,0.0,2024-12-01,1.0,1.0,297044.08785613737,0.0,3564529.054273648,1001000.0,7171.171189470682,50050.0
BR_2.1-2.6,hybrid,0.9,10,False,-1.0,0.0,2024-12-01,0.9922364096504346,0.8333333333333334,287968.3740613956,647.6128283262466,3533334.0281358967,1001000.0,0.0,51049.115335089446
BR_2.1-2.6,hybrid,0.95,2,True,-1.0,0.0,2024-12-01,1.0,1.0,401288.9426404477,0.0,4815467.311685372,1001000.0,53024.3593071145,25025.0
BR_2.1-2.6,hybrid,0.95,5,True,-1.0,0.0,2024-12-01,1.0,1.0,401288.9426404477,0.0,4815467.311685372,1001000.0,53024.3593071145,25025.0
BR_2.1-2.6,hybrid,0.95,10,True,-1.0,0.0,2024-12-01,1.0,1.0,401288.9426404477,0.0,4815467.311685372,1001000.0,53024.3593071145,25025.0
BR_2.1-2.6,hybrid,0.95,20,True,-1.0,0.0,2024-12-01,1.0,1.0,401288.9426404477,0.0,4815467.311685372,1001000.0,53024.3593071145,25025.0
BR_2.1-2.6,hybrid,0.95,50,True,-1.0,0.0,2024-12-01,1.0,1.0,401288.9426404477,0.0,4815467.311685372,1001000.0,53024.3593071145,25025.0
BR_2.1-2.6,hybrid,0.95,10,False,-1.0,0.0,2024-12-01,1.0,1.0,385216.2339002672,0.0,4622594.806803207,1001000.0,31811.609470504045,45901.90195044366
BR_2.1-2.6,hybrid,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,520678.94622561894,0.0,6248147.354707427,1001000.0,114022.69622561894,25025.0
BR_2.1-2.6,hybrid,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,520678.94622561894,0.0,6248147.354707427,1001000.0,114022.69622561894,25025.0
BR_2.1-2.6,hybrid,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,520678.94622561894,0.0,6248147.354707427,1001000.0,114022.69622561894,25025.0
BR_2.1-2.6,hybrid,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,520678.94622561894,0.0,6248147.354707427,1001000.0,114022.69622561894,25025.0
BR_2.1-2.6,hybrid,0.98,50,True,-1.0,0.0,2024-12-01,1.0,1.0,520678.94622561894,0.0,6248147.354707427,1001000.0,114022.69622561894,25025.0
BR_2.1-2.6,hybrid,0.98,10,False,-1.0,0.0,2024-12-01,1.0,1.0,500265.5017276459,0.0,6003186.020731751,1001000.0,91331.0887459903,25130.935228043236
BR_2.1-2.6,mitra,0.9,2,True,-1.0,0.0,2024-12-01,0.9380120703708515,0.6666666666666666,113868.78435050933,5170.826463231468,1490525.2473236672,1001000.0,44050.041220611194,75075.0
BR_2.1-2.6,mitra,0.9,5,True,-1.0,0.0,2024-12-01,0.9380120703708515,0.6666666666666666,113868.78435050933,5170.826463231468,1676675.0,1001000.0,44050.041220611194,75075.0
BR_2.1-2.6,mitra,0.9,10,True,-1.0,0.0,2024-12-01,0.9380120703708515,0.6666666666666666,113868.78435050933,5170.826463231468,1986924.587793888,1001000.0,44050.041220611194,75075.0
BR_2.1-2.6,mitra,0.9,20,True,-1.0,0.0,2024-12-01,0.9380120703708515,0.6666666666666666,113868.78435050933,5170.826463231468,2607423.763381664,1001000.0,44050.041220611194,75075.0
BR_2.1-2.6,mitra,0.9,50,True,-1.0,0.0,2024-12-01,0.9380120703708515,0.6666666666666666,113868.78435050933,5170.826463231468,4468921.290144993,1001000.0,44050.041220611194,75075.0
BR_2.1-2.6,mitra,0.9,10,False,-1.0,0.0,2024-12-01,0.9341517826915527,0.5,104387.48215761769,5492.838793812994,1911790.4411489717,1001000.0,41304.242878650664,71076.37602604041
BR_2.1-2.6,mitra,0.95,2,True,-1.0,0.0,2024-12-01,0.973612010203267,0.8333333333333334,165559.73702901442,2201.1981488774763,2039545.5999212326,1001000.0,73685.62221347028,75075.0
BR_2.1-2.6,mitra,0.95,5,True,-1.0,0.0,2024-12-01,0.973612010203267,0.8333333333333334,165559.73702901442,2201.1981488774763,2118788.7332808217,1001000.0,73685.62221347028,75075.0
BR_2.1-2.6,mitra,0.95,10,True,-1.0,0.0,2024-12-01,0.973612010203267,0.8333333333333334,165559.73702901442,2201.1981488774763,2250860.6222134703,1001000.0,73685.62221347028,75075.0
BR_2.1-2.6,mitra,0.95,20,True,-1.0,0.0,2024-12-01,0.973612010203267,0.8333333333333334,165559.73702901442,2201.1981488774763,2515004.4000787674,1001000.0,73685.62221347028,75075.0
BR_2.1-2.6,mitra,0.95,50,True,-1.0,0.0,2024-12-01,0.973612010203267,0.8333333333333334,165559.73702901442,2201.1981488774763,3307435.733674659,1001000.0,73685.62221347028,75075.0
BR_2.1-2.6,mitra,0.95,10,False,-1.0,0.0,2024-12-01,0.9700184475471348,0.8333333333333334,154110.61289180734,2500.961167109834,2149442.6947548683,1001000.0,67200.77567969135,80583.7680830477
BR_2.1-2.6,mitra,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,236364.785122583,0.0,2836377.421470996,1001000.0,100812.70178924967,100100.0
BR_2.1-2.6,mitra,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,236364.785122583,0.0,2836377.421470996,1001000.0,100812.70178924967,100100.0
BR_2.1-2.6,mitra,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,236364.785122583,0.0,2836377.421470996,1001000.0,100812.70178924967,100100.0
BR_2.1-2.6,mitra,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,236364.785122583,0.0,2836377.421470996,1001000.0,100812.70178924967,100100.0
BR_2.1-2.6,mitra,0.98,50,True,-1.0,0.0,2024-12-01,1.0,1.0,236364.785122583,0.0,2836377.421470996,1001000.0,100812.70178924967,100100.0
BR_2.1-2.6,mitra,0.98,10,False,-1.0,0.0,2024-12-01,1.0,1.0,221597.4676126911,0.0,2659169.6113522933,1001000.0,96340.61220340582,91281.8739814912
BR_2.1-2.6,naive,0.9,2,True,-1.0,0.0,2024-12-01,1.0,1.0,784937.2271511853,0.0,9419246.725814223,1001000.0,759912.2271511853,0.0
BR_2.1-2.6,naive,0.9,5,True,-1.0,0.0,2024-12-01,1.0,1.0,784937.2271511853,0.0,9419246.725814223,1001000.0,759912.2271511853,0.0
BR_2.1-2.6,naive,0.9,10,True,-1.0,0.0,2024-12-01,1.0,1.0,784937.2271511853,0.0,9419246.725814223,1001000.0,759912.2271511853,0.0
BR_2.1-2.6,naive,0.9,20,True,-1.0,0.0,2024-12-01,1.0,1.0,784937.2271511853,0.0,9419246.725814223,1001000.0,759912.2271511853,0.0
BR_2.1-2.6,naive,0.9,50,True,-1.0,0.0,2024-12-01,1.0,1.0,784937.2271511853,0.0,9419246.725814223,1001000.0,759912.2271511853,0.0
BR_2.1-2.6,naive,0.9,10,False,-1.0,0.0,2024-12-01,1.0,1.0,771759.7878201926,0.0,9261117.453842312,1001000.0,737755.9377614909,0.0
BR_2.1-2.6,naive,0.95,2,True,-1.0,0.0,2024-12-01,1.0,1.0,960747.0778253622,0.0,11528964.933904346,1001000.0,860647.0778253623,0.0
BR_2.1-2.6,naive,0.95,5,True,-1.0,0.0,2024-12-01,1.0,1.0,960747.0778253622,0.0,11528964.933904346,1001000.0,860647.0778253623,0.0
BR_2.1-2.6,naive,0.95,10,True,-1.0,0.0,2024-12-01,1.0,1.0,960747.0778253622,0.0,11528964.933904346,1001000.0,860647.0778253623,0.0
BR_2.1-2.6,naive,0.95,20,True,-1.0,0.0,2024-12-01,1.0,1.0,960747.0778253622,0.0,11528964.933904346,1001000.0,860647.0778253623,0.0
BR_2.1-2.6,naive,0.95,50,True,-1.0,0.0,2024-12-01,1.0,1.0,960747.0778253622,0.0,11528964.933904346,1001000.0,860647.0778253623,0.0
BR_2.1-2.6,naive,0.95,10,False,-1.0,0.0,2024-12-01,1.0,1.0,951516.8314883233,0.0,11418201.977859879,1001000.0,840481.4329930372,0.0
BR_2.1-2.6,naive,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,1161721.7098941861,0.0,13940660.518730232,1001000.0,967777.9598941861,0.0
BR_2.1-2.6,naive,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,1161721.7098941861,0.0,13940660.518730232,1001000.0,967777.9598941861,0.0
BR_2.1-2.6,naive,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,1161721.7098941861,0.0,13940660.518730232,1001000.0,967777.9598941861,0.0
BR_2.1-2.6,naive,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,1161721.7098941861,0.0,13940660.518730232,1001000.0,967777.9598941861,0.0
BR_2.1-2.6,naive,0.98,50,True,-1.0,0.0,2024-12-01,1.0,1.0,1161721.7098941861,0.0,13940660.518730232,1001000.0,967777.9598941861,0.0
BR_2.1-2.6,naive,0.98,10,False,-1.0,0.0,2024-12-01,1.0,1.0,1153786.7997006315,0.0,13845441.596407577,1001000.0,956072.3563364341,0.0
BR_2.1-2.6,rf,0.9,2,True,-1.0,0.0,2024-12-01,1.0,1.0,370552.867455241,0.0,4446634.4094628915,1001000.0,49398.70078857429,50050.0
BR_2.1-2.6,rf,0.9,5,True,-1.0,0.0,2024-12-01,1.0,1.0,370552.867455241,0.0,4446634.4094628915,1001000.0,49398.70078857429,50050.0
BR_2.1-2.6,rf,0.9,10,True,-1.0,0.0,2024-12-01,1.0,1.0,370552.867455241,0.0,4446634.4094628915,1001000.0,49398.70078857429,50050.0
BR_2.1-2.6,rf,0.9,20,True,-1.0,0.0,2024-12-01,1.0,1.0,370552.867455241,0.0,4446634.4094628915,1001000.0,49398.70078857429,50050.0
BR_2.1-2.6,rf,0.9,50,True,-1.0,0.0,2024-12-01,1.0,1.0,370552.867455241,0.0,4446634.4094628915,1001000.0,49398.70078857429,50050.0
BR_2.1-2.6,rf,0.9,10,False,-1.0,0.0,2024-12-01,1.0,1.0,359752.96085514285,0.0,4317035.530261714,1001000.0,48795.045098371804,33130.33518469325
BR_2.1-2.6,rf,0.95,2,True,-1.0,0.0,2024-12-01,1.0,1.0,463799.21790115954,0.0,5565590.6148139145,1001000.0,98851.3012344928,25025.0
BR_2.1-2.6,rf,0.95,5,True,-1.0,0.0,2024-12-01,1.0,1.0,463799.21790115954,0.0,5565590.6148139145,1001000.0,98851.3012344928,25025.0
BR_2.1-2.6,rf,0.95,10,True,-1.0,0.0,2024-12-01,1.0,1.0,463799.21790115954,0.0,5565590.6148139145,1001000.0,98851.3012344928,25025.0
BR_2.1-2.6,rf,0.95,20,True,-1.0,0.0,2024-12-01,1.0,1.0,463799.21790115954,0.0,5565590.6148139145,1001000.0,98851.3012344928,25025.0
BR_2.1-2.6,rf,0.95,50,True,-1.0,0.0,2024-12-01,1.0,1.0,463799.21790115954,0.0,5565590.6148139145,1001000.0,98851.3012344928,25025.0
BR_2.1-2.6,rf,0.95,10,False,-1.0,0.0,2024-12-01,1.0,1.0,456635.39385595423,0.0,5479624.7262714505,1001000.0,84151.78284284449,24867.278976454574
BR_2.1-2.6,rf,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,590361.5250503239,0.0,7084338.300603887,1001000.0,185790.69171699067,0.0
BR_2.1-2.6,rf,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,590361.5250503239,0.0,7084338.300603887,1001000.0,185790.69171699067,0.0
BR_2.1-2.6,rf,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,590361.5250503239,0.0,7084338.300603887,1001000.0,185790.69171699067,0.0
BR_2.1-2.6,rf,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,590361.5250503239,0.0,7084338.300603887,1001000.0,185790.69171699067,0.0
BR_2.1-2.6,rf,0.98,50,True,-1.0,0.0,2024-12-01,1.0,1.0,590361.5250503239,0.0,7084338.300603887,1001000.0,185790.69171699067,0.0
BR_2.1-2.6,rf,0.98,10,False,-1.0,0.0,2024-12-01,1.0,1.0,579247.8512740907,0.0,6950974.215289088,1001000.0,170982.3182771781,0.0
BR_2.1-2.6,sba,0.9,2,True,-1.0,0.0,2024-12-01,1.0,1.0,316167.626589254,0.0,3794011.519071048,1001000.0,109711.37658925401,25025.0
BR_2.1-2.6,sba,0.9,5,True,-1.0,0.0,2024-12-01,1.0,1.0,316167.626589254,0.0,3794011.519071048,1001000.0,109711.37658925401,25025.0
BR_2.1-2.6,sba,0.9,10,True,-1.0,0.0,2024-12-01,1.0,1.0,316167.626589254,0.0,3794011.519071048,1001000.0,109711.37658925401,25025.0
BR_2.1-2.6,sba,0.9,20,True,-1.0,0.0,2024-12-01,1.0,1.0,316167.626589254,0.0,3794011.519071048,1001000.0,109711.37658925401,25025.0
BR_2.1-2.6,sba,0.9,50,True,-1.0,0.0,2024-12-01,1.0,1.0,316167.626589254,0.0,3794011.519071048,1001000.0,109711.37658925401,25025.0
BR_2.1-2.6,sba,0.9,10,False,-1.0,0.0,2024-12-01,1.0,1.0,307371.65348656155,0.0,3688459.841838739,1001000.0,96554.36532001628,26175.303908525384
BR_2.1-2.6,sba,0.95,2,True,-1.0,0.0,2024-12-01,1.0,1.0,402933.4871924422,0.0,4835201.846309306,1001000.0,129743.90385910892,25025.0
BR_2.1-2.6,sba,0.95,5,True,-1.0,0.0,2024-12-01,1.0,1.0,402933.4871924422,0.0,4835201.846309306,1001000.0,129743.90385910892,25025.0
BR_2.1-2.6,sba,0.95,10,True,-1.0,0.0,2024-12-01,1.0,1.0,402933.4871924422,0.0,4835201.846309306,1001000.0,129743.90385910892,25025.0
BR_2.1-2.6,sba,0.95,20,True,-1.0,0.0,2024-12-01,1.0,1.0,402933.4871924422,0.0,4835201.846309306,1001000.0,129743.90385910892,25025.0
BR_2.1-2.6,sba,0.95,50,True,-1.0,0.0,2024-12-01,1.0,1.0,402933.4871924422,0.0,4835201.846309306,1001000.0,129743.90385910892,25025.0
BR_2.1-2.6,sba,0.95,10,False,-1.0,0.0,2024-12-01,1.0,1.0,391224.9802032904,0.0,4694699.762439485,1001000.0,120250.86956013751,32090.06090337201
BR_2.1-2.6,sba,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,512037.7784748993,0.0,6144453.341698792,1001000.0,161687.77847489947,25025.0
BR_2.1-2.6,sba,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,512037.7784748993,0.0,6144453.341698792,1001000.0,161687.77847489947,25025.0
BR_2.1-2.6,sba,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,512037.7784748993,0.0,6144453.341698792,1001000.0,161687.77847489947,25025.0
BR_2.1-2.6,sba,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,512037.7784748993,0.0,6144453.341698792,1001000.0,161687.77847489947,25025.0
BR_2.1-2.6,sba,0.98,50,True,-1.0,0.0,2024-12-01,1.0,1.0,512037.7784748993,0.0,6144453.341698792,1001000.0,161687.77847489947,25025.0
BR_2.1-2.6,sba,0.98,10,False,-1.0,0.0,2024-12-01,1.0,1.0,494269.1192352479,0.0,5931229.430822975,1001000.0,146915.1440808134,38745.587078690645
BR_2.1-2.6,ses,0.9,2,True,-1.0,0.0,2024-12-01,1.0,1.0,297456.2420622677,0.0,3569474.9047472123,1001000.0,159818.7420622676,0.0
BR_2.1-2.6,ses,0.9,5,True,-1.0,0.0,2024-12-01,1.0,1.0,297456.2420622677,0.0,3569474.9047472123,1001000.0,159818.7420622676,0.0
BR_2.1-2.6,ses,0.9,10,True,-1.0,0.0,2024-12-01,1.0,1.0,297456.2420622677,0.0,3569474.9047472123,1001000.0,159818.7420622676,0.0
BR_2.1-2.6,ses,0.9,20,True,-1.0,0.0,2024-12-01,1.0,1.0,297456.2420622677,0.0,3569474.9047472123,1001000.0,159818.7420622676,0.0
BR_2.1-2.6,ses,0.9,50,True,-1.0,0.0,2024-12-01,1.0,1.0,297456.2420622677,0.0,3569474.9047472123,1001000.0,159818.7420622676,0.0
BR_2.1-2.6,ses,0.9,10,False,-1.0,0.0,2024-12-01,1.0,1.0,283991.4922124283,0.0,3407897.90654914,1001000.0,143196.13062262489,3788.4952383778873
BR_2.1-2.6,ses,0.95,2,True,-1.0,0.0,2024-12-01,1.0,1.0,373896.78822890436,0.0,4486761.458746852,1001000.0,177867.62156223762,25025.0
BR_2.1-2.6,ses,0.95,5,True,-1.0,0.0,2024-12-01,1.0,1.0,373896.78822890436,0.0,4486761.458746852,1001000.0,177867.62156223762,25025.0
BR_2.1-2.6,ses,0.95,10,True,-1.0,0.0,2024-12-01,1.0,1.0,373896.78822890436,0.0,4486761.458746852,1001000.0,177867.62156223762,25025.0
BR_2.1-2.6,ses,0.95,20,True,-1.0,0.0,2024-12-01,1.0,1.0,373896.78822890436,0.0,4486761.458746852,1001000.0,177867.62156223762,25025.0
BR_2.1-2.6,ses,0.95,50,True,-1.0,0.0,2024-12-01,1.0,1.0,373896.78822890436,0.0,4486761.458746852,1001000.0,177867.62156223762,25025.0
BR_2.1-2.6,ses,0.95,10,False,-1.0,0.0,2024-12-01,1.0,1.0,364107.60953949665,0.0,4369291.31447396,1001000.0,176166.2304788016,5359.510610196914
BR_2.1-2.6,ses,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,485988.5668955369,0.0,5831862.802746443,1001000.0,235738.56689553685,0.0
BR_2.1-2.6,ses,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,485988.5668955369,0.0,5831862.802746443,1001000.0,235738.56689553685,0.0
BR_2.1-2.6,ses,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,485988.5668955369,0.0,5831862.802746443,1001000.0,235738.56689553685,0.0
BR_2.1-2.6,ses,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,485988.5668955369,0.0,5831862.802746443,1001000.0,235738.56689553685,0.0
BR_2.1-2.6,ses,0.98,50,True,-1.0,0.0,2024-12-01,1.0,1.0,485988.5668955369,0.0,5831862.802746443,1001000.0,235738.56689553685,0.0
BR_2.1-2.6,ses,0.98,10,False,-1.0,0.0,2024-12-01,1.0,1.0,464093.54701082903,0.0,5569122.564129949,1001000.0,213265.5335924956,7127.281279064715
BR_2.1-2.6,tsb,0.9,2,True,-1.0,0.0,2024-12-01,1.0,1.0,376783.5771398771,0.0,4521402.925678525,1001000.0,141131.49380654376,0.0
BR_2.1-2.6,tsb,0.9,5,True,-1.0,0.0,2024-12-01,1.0,1.0,376783.5771398771,0.0,4521402.925678525,1001000.0,141131.49380654376,0.0
BR_2.1-2.6,tsb,0.9,10,True,-1.0,0.0,2024-12-01,1.0,1.0,376783.5771398771,0.0,4521402.925678525,1001000.0,141131.49380654376,0.0
BR_2.1-2.6,tsb,0.9,20,True,-1.0,0.0,2024-12-01,1.0,1.0,376783.5771398771,0.0,4521402.925678525,1001000.0,141131.49380654376,0.0
BR_2.1-2.6,tsb,0.9,50,True,-1.0,0.0,2024-12-01,1.0,1.0,376783.5771398771,0.0,4521402.925678525,1001000.0,141131.49380654376,0.0
BR_2.1-2.6,tsb,0.9,10,False,-1.0,0.0,2024-12-01,1.0,1.0,364127.86553640774,0.0,4369534.386436893,1001000.0,130881.60945449414,4454.344754963706
BR_2.1-2.6,tsb,0.95,2,True,-1.0,0.0,2024-12-01,1.0,1.0,477029.3259345267,0.0,5724351.91121432,1001000.0,166302.24260119325,0.0
BR_2.1-2.6,tsb,0.95,5,True,-1.0,0.0,2024-12-01,1.0,1.0,477029.3259345267,0.0,5724351.91121432,1001000.0,166302.24260119325,0.0
BR_2.1-2.6,tsb,0.95,10,True,-1.0,0.0,2024-12-01,1.0,1.0,477029.3259345267,0.0,5724351.91121432,1001000.0,166302.24260119325,0.0
BR_2.1-2.6,tsb,0.95,20,True,-1.0,0.0,2024-12-01,1.0,1.0,477029.3259345267,0.0,5724351.91121432,1001000.0,166302.24260119325,0.0
BR_2.1-2.6,tsb,0.95,50,True,-1.0,0.0,2024-12-01,1.0,1.0,477029.3259345267,0.0,5724351.91121432,1001000.0,166302.24260119325,0.0
BR_2.1-2.6,tsb,0.95,10,False,-1.0,0.0,2024-12-01,1.0,1.0,459797.2427612326,0.0,5517566.913134791,1001000.0,158468.08801255957,7198.540941510117
BR_2.1-2.6,tsb,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,583573.6872949799,0.0,7002884.247539759,1001000.0,204027.85396164656,0.0
BR_2.1-2.6,tsb,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,583573.6872949799,0.0,7002884.247539759,1001000.0,204027.85396164656,0.0
BR_2.1-2.6,tsb,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,583573.6872949799,0.0,7002884.247539759,1001000.0,204027.85396164656,0.0
BR_2.1-2.6,tsb,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,583573.6872949799,0.0,7002884.247539759,1001000.0,204027.85396164656,0.0
BR_2.1-2.6,tsb,0.98,50,True,-1.0,0.0,2024-12-01,1.0,1.0,583573.6872949799,0.0,7002884.247539759,1001000.0,204027.85396164656,0.0
BR_2.1-2.6,tsb,0.98,10,False,-1.0,0.0,2024-12-01,1.0,1.0,574735.5541995767,0.0,6896826.650394921,1001000.0,189509.52053261775,10286.42258494586
BR_2.1-2.6,xgb,0.9,2,True,-1.0,0.0,2024-12-01,0.9054126212954154,0.6666666666666666,60649.18079862953,7890.163840274094,917154.1017501326,1001000.0,190396.51695835544,125125.0
BR_2.1-2.6,xgb,0.9,5,True,-1.0,0.0,2024-12-01,0.9054126212954154,0.6666666666666666,60649.18079862953,7890.163840274094,1201200.0,1001000.0,190396.51695835544,125125.0
BR_2.1-2.6,xgb,0.9,10,True,-1.0,0.0,2024-12-01,0.9054126212954154,0.6666666666666666,60649.18079862953,7890.163840274094,1674609.8304164456,1001000.0,190396.51695835544,125125.0
BR_2.1-2.6,xgb,0.9,20,True,-1.0,0.0,2024-12-01,0.9054126212954154,0.6666666666666666,60649.18079862953,7890.163840274094,2621429.491249337,1001000.0,190396.51695835544,125125.0
BR_2.1-2.6,xgb,0.9,50,True,-1.0,0.0,2024-12-01,0.9054126212954154,0.6666666666666666,60649.18079862953,7890.163840274094,5461888.473748011,1001000.0,190396.51695835544,125125.0
BR_2.1-2.6,xgb,0.9,10,False,-1.0,0.0,2024-12-01,0.8809284386303607,0.6666666666666666,54012.69711337235,9932.55274425075,1840058.694670558,1001000.0,166776.50758976967,138831.57244042348
BR_2.1-2.6,xgb,0.95,2,True,-1.0,0.0,2024-12-01,1.0,1.0,157856.61259106066,0.0,1894279.3510927279,1001000.0,310092.0292577273,125125.0
BR_2.1-2.6,xgb,0.95,5,True,-1.0,0.0,2024-12-01,1.0,1.0,157856.61259106066,0.0,1894279.3510927279,1001000.0,310092.0292577273,125125.0
BR_2.1-2.6,xgb,0.95,10,True,-1.0,0.0,2024-12-01,1.0,1.0,157856.61259106066,0.0,1894279.3510927279,1001000.0,310092.0292577273,125125.0
BR_2.1-2.6,xgb,0.95,20,True,-1.0,0.0,2024-12-01,1.0,1.0,157856.61259106066,0.0,1894279.3510927279,1001000.0,310092.0292577273,125125.0
BR_2.1-2.6,xgb,0.95,50,True,-1.0,0.0,2024-12-01,1.0,1.0,157856.61259106066,0.0,1894279.3510927279,1001000.0,310092.0292577273,125125.0
BR_2.1-2.6,xgb,0.95,10,False,-1.0,0.0,2024-12-01,1.0,1.0,146592.31896508,0.0,1759107.82758096,1001000.0,289186.6203698913,139554.42676042358
BR_2.1-2.6,xgb,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,272749.5156408353,0.0,3272994.1876900233,1001000.0,429155.7656408353,150150.0
BR_2.1-2.6,xgb,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,272749.5156408353,0.0,3272994.1876900233,1001000.0,429155.7656408353,150150.0
BR_2.1-2.6,xgb,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,272749.5156408353,0.0,3272994.1876900233,1001000.0,429155.7656408353,150150.0
BR_2.1-2.6,xgb,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,272749.5156408353,0.0,3272994.1876900233,1001000.0,429155.7656408353,150150.0
BR_2.1-2.6,xgb,0.98,50,True,-1.0,0.0,2024-12-01,1.0,1.0,272749.5156408353,0.0,3272994.1876900233,1001000.0,429155.7656408353,150150.0
BR_2.1-2.6,xgb,0.98,10,False,-1.0,0.0,2024-12-01,1.0,1.0,267051.8311550168,0.0,3204621.9738602014,1001000.0,426927.47945195506,140367.8119682849
BR_2.6-3.1,arima,0.9,2,True,-1.0,0.0,2024-12-01,1.0,1.0,114711.0451626414,0.0,1376532.5419516969,75075.0,123052.71182930807,0.0
BR_2.6-3.1,arima,0.9,5,True,-1.0,0.0,2024-12-01,1.0,1.0,114711.0451626414,0.0,1376532.5419516969,75075.0,123052.71182930807,0.0
BR_2.6-3.1,arima,0.9,10,True,-1.0,0.0,2024-12-01,1.0,1.0,114711.0451626414,0.0,1376532.5419516969,75075.0,123052.71182930807,0.0
BR_2.6-3.1,arima,0.9,20,True,-1.0,0.0,2024-12-01,1.0,1.0,114711.0451626414,0.0,1376532.5419516969,75075.0,123052.71182930807,0.0
BR_2.6-3.1,arima,0.9,50,True,-1.0,0.0,2024-12-01,1.0,1.0,114711.0451626414,0.0,1376532.5419516969,75075.0,123052.71182930807,0.0
BR_2.6-3.1,arima,0.9,10,False,-1.0,0.0,2024-12-01,1.0,1.0,95487.06280399214,0.0,1145844.7536479058,75075.0,103350.51275965071,0.0
BR_2.6-3.1,arima,0.95,2,True,-1.0,0.0,2024-12-01,1.0,1.0,127780.13778871002,0.0,1533361.6534645204,75075.0,136121.8044553767,0.0
BR_2.6-3.1,arima,0.95,5,True,-1.0,0.0,2024-12-01,1.0,1.0,127780.13778871002,0.0,1533361.6534645204,75075.0,136121.8044553767,0.0
BR_2.6-3.1,arima,0.95,10,True,-1.0,0.0,2024-12-01,1.0,1.0,127780.13778871002,0.0,1533361.6534645204,75075.0,136121.8044553767,0.0
BR_2.6-3.1,arima,0.95,20,True,-1.0,0.0,2024-12-01,1.0,1.0,127780.13778871002,0.0,1533361.6534645204,75075.0,136121.8044553767,0.0
BR_2.6-3.1,arima,0.95,50,True,-1.0,0.0,2024-12-01,1.0,1.0,127780.13778871002,0.0,1533361.6534645204,75075.0,136121.8044553767,0.0
BR_2.6-3.1,arima,0.95,10,False,-1.0,0.0,2024-12-01,1.0,1.0,112649.82837379196,0.0,1351797.9404855035,75075.0,121663.73859130975,0.0
BR_2.6-3.1,arima,0.98,2,True,-1.0,0.0,2024-12-01,1.0,1.0,142486.0146550377,0.0,1709832.1758604525,75075.0,150827.6813217044,0.0
BR_2.6-3.1,arima,0.98,5,True,-1.0,0.0,2024-12-01,1.0,1.0,142486.0146550377,0.0,1709832.1758604525,75075.0,150827.6813217044,0.0
BR_2.6-3.1,arima,0.98,10,True,-1.0,0.0,2024-12-01,1.0,1.0,142486.0146550377,0.0,1709832.1758604525,75075.0,150827.6813217044,0.0
BR_2.6-3.1,arima,0.98,20,True,-1.0,0.0,2024-12-01,1.0,1.0,142486.0146550377,0.0,1709832.1758604525,75075.0,150827.6813217044,0.0
